user_id,work_location_id,first_name,last_name,work_start_date,locale,gender,location_id,education_year_id,education_type,education_with_id,birthday,education_degree_id,work_employer_id,work_position_id,languages_id,hometown_id,education_concentration_id,education_school_id,work_end_date
468.0,,,,,278.0,77.0,,,,,,,,,,,,,
469.0,,,273.0,,127.0,78.0,,63.0,54.0,,209.0,,,,,,15.0,248.0,
470.0,,,272.0,,278.0,78.0,,,55.0,,1.0,,,,,264.0,,240.0,
471.0,,,110.0,,127.0,78.0,133.0,61.0,55.0,,,,,,,84.0,15.0,52.0,
472.0,,,,,127.0,77.0,,,,,,,,,,,,,
473.0,,,,,127.0,77.0,,72.0,54.0,,,,,300.0,,,,52.0,
474.0,,,275.0,,278.0,78.0,84.0,65.0,55.0,,0.0,,,,,,15.0,247.0,
475.0,,,110.0,,127.0,78.0,128.0,,55.0,,,,,,265.0,84.0,,52.0,
476.0,,,273.0,,127.0,78.0,,,,,,,,,,,,,
477.0,,,,157.0,278.0,78.0,84.0,258.0,55.0,,,,285.0,,,,219.0,247.0,157.0
478.0,,,275.0,,127.0,78.0,,63.0,55.0,,1.0,22.0,,,,,15.0,228.0,157.0
479.0,128.0,,,,127.0,78.0,129.0,254.0,55.0,,,21.0,,,,,218.0,52.0,166.0
480.0,298.0,,271.0,,127.0,78.0,,66.0,55.0,,3.0,223.0,,193.0,265.0,84.0,14.0,232.0,170.0
481.0,84.0,,,306.0,127.0,78.0,280.0,67.0,55.0,,,222.0,,301.0,,84.0,15.0,236.0,
482.0,,,,,127.0,78.0,128.0,64.0,53.0,,,,,,265.0,,,52.0,
483.0,,,,,127.0,78.0,128.0,66.0,55.0,,,220.0,,,,84.0,15.0,52.0,
484.0,,,,,127.0,78.0,128.0,65.0,55.0,,,,,,,,14.0,52.0,
485.0,,,,,127.0,78.0,,,54.0,,,,,,,84.0,,,
486.0,,,,157.0,278.0,78.0,,258.0,55.0,,206.0,,287.0,,,,,,157.0
487.0,,,,,127.0,78.0,129.0,255.0,54.0,,1.0,223.0,52.0,,,,,52.0,
488.0,,,110.0,,127.0,78.0,128.0,253.0,55.0,,,22.0,,,,84.0,15.0,52.0,
489.0,,,,,127.0,78.0,281.0,67.0,55.0,,0.0,21.0,,,265.0,84.0,215.0,246.0,
490.0,296.0,,110.0,202.0,127.0,78.0,282.0,64.0,54.0,,0.0,,293.0,,,84.0,15.0,249.0,171.0
491.0,84.0,,110.0,,127.0,78.0,84.0,72.0,54.0,,0.0,22.0,,,,,,228.0,
492.0,,,268.0,,127.0,77.0,,,,,,,,,,,,,
493.0,,,273.0,,127.0,78.0,129.0,64.0,55.0,,3.0,,,,,84.0,215.0,52.0,
494.0,,,,,127.0,78.0,,66.0,55.0,,5.0,,,,,84.0,218.0,52.0,
495.0,,,,,127.0,78.0,279.0,,55.0,,,,,,,,,,
496.0,,,273.0,,278.0,78.0,,,55.0,,,,,,,,15.0,52.0,
497.0,,,273.0,,127.0,77.0,128.0,255.0,55.0,,,223.0,225.0,,,84.0,218.0,52.0,
498.0,,,,,278.0,77.0,129.0,65.0,55.0,,209.0,,,,266.0,84.0,,,
499.0,,,276.0,,278.0,77.0,,,,,,,,,,,,,
500.0,,,275.0,,127.0,78.0,,,,,0.0,,,,,,,,
501.0,,,,,127.0,78.0,,,54.0,,,22.0,,,,,14.0,,
502.0,,,272.0,,278.0,78.0,,67.0,55.0,,0.0,,291.0,304.0,,84.0,15.0,228.0,
503.0,,,110.0,,127.0,77.0,129.0,66.0,55.0,,210.0,,,,,,214.0,52.0,
504.0,,,,,278.0,78.0,84.0,257.0,55.0,,208.0,,,,,84.0,,247.0,
505.0,,,,,278.0,78.0,,,,,208.0,,,,,,,,
506.0,,,,,127.0,78.0,,,53.0,,208.0,,,,,128.0,,52.0,
507.0,,,110.0,,127.0,78.0,138.0,,54.0,,207.0,,,,,,,52.0,
508.0,,,,,127.0,78.0,84.0,257.0,55.0,,207.0,,52.0,,,,15.0,52.0,157.0
509.0,,,,,278.0,78.0,,,,,206.0,,290.0,,,,,,
510.0,,,274.0,,127.0,78.0,176.0,258.0,55.0,,,22.0,,,,84.0,,248.0,
511.0,,,273.0,,127.0,78.0,,,55.0,,210.0,,,,,,15.0,52.0,
512.0,,,,,127.0,78.0,176.0,258.0,55.0,,,21.0,,,265.0,,14.0,52.0,
513.0,,,275.0,,127.0,78.0,128.0,,,,,,,,,,,,
514.0,,,110.0,,127.0,78.0,128.0,257.0,55.0,,,223.0,,,265.0,84.0,,52.0,
515.0,,,,,127.0,78.0,128.0,63.0,55.0,,1.0,,52.0,,,84.0,15.0,52.0,
516.0,,,268.0,305.0,127.0,78.0,,72.0,55.0,,,,290.0,,265.0,,,235.0,
517.0,,,267.0,,127.0,78.0,128.0,,54.0,,,,,,,,,52.0,
518.0,,,,,278.0,78.0,,257.0,55.0,,,20.0,285.0,,,,15.0,228.0,
519.0,84.0,,,,278.0,78.0,,67.0,55.0,,,223.0,,301.0,,,,246.0,
520.0,,,110.0,,127.0,78.0,,258.0,55.0,,,,,,,,,52.0,
521.0,,,,,127.0,77.0,,,,,,,,,,,,,
522.0,,,275.0,157.0,278.0,78.0,,254.0,55.0,,1.0,,,,,84.0,,228.0,
523.0,296.0,,275.0,,127.0,78.0,,258.0,55.0,,207.0,22.0,293.0,193.0,,84.0,15.0,52.0,
524.0,,,273.0,,127.0,77.0,,67.0,55.0,,0.0,,,,,,,52.0,
525.0,295.0,,276.0,,127.0,78.0,133.0,67.0,55.0,,,,,,,,15.0,52.0,
526.0,,,271.0,,127.0,78.0,,,,,,,,,,,,,
527.0,,,268.0,,127.0,,128.0,,,,2.0,,,,,,,,
528.0,,,268.0,157.0,127.0,77.0,,60.0,54.0,,,,,,,,,,157.0
529.0,,261.0,,,127.0,78.0,,,,,,,,,,,,,
530.0,,260.0,271.0,,127.0,78.0,283.0,67.0,55.0,,0.0,22.0,,,,84.0,,239.0,
531.0,,261.0,,,127.0,78.0,281.0,64.0,54.0,,,22.0,,,,,,246.0,
532.0,,,276.0,310.0,127.0,78.0,84.0,67.0,55.0,,1.0,21.0,,,266.0,84.0,,,
533.0,,,110.0,,127.0,78.0,176.0,62.0,55.0,,1.0,222.0,,,265.0,,13.0,232.0,
534.0,84.0,,,,127.0,78.0,,258.0,55.0,,212.0,,289.0,303.0,265.0,,,228.0,
535.0,,,273.0,,127.0,78.0,,257.0,55.0,,,20.0,,,,,,52.0,
536.0,,,110.0,,127.0,78.0,,,,,,,,,,,,,
537.0,,,277.0,,127.0,77.0,,64.0,55.0,,,,,,265.0,,,52.0,
538.0,,,270.0,,127.0,78.0,128.0,257.0,55.0,,208.0,,52.0,,,,,52.0,
539.0,,,,,127.0,78.0,84.0,72.0,54.0,,0.0,20.0,,,,84.0,,239.0,
540.0,,,275.0,310.0,127.0,78.0,,68.0,55.0,,3.0,22.0,,193.0,265.0,84.0,15.0,243.0,170.0
541.0,,,268.0,157.0,127.0,78.0,,257.0,55.0,,208.0,22.0,,300.0,,,,250.0,
542.0,,,,,127.0,77.0,128.0,62.0,54.0,,1.0,,52.0,,,263.0,215.0,52.0,
543.0,298.0,,,157.0,127.0,78.0,,,55.0,,,22.0,,300.0,,,,246.0,157.0
544.0,,,273.0,,127.0,78.0,129.0,258.0,55.0,,207.0,223.0,,,,,15.0,52.0,
545.0,,,,,127.0,78.0,84.0,256.0,55.0,252.0,,,,300.0,,,15.0,52.0,157.0
546.0,,,270.0,157.0,127.0,78.0,284.0,,55.0,,0.0,,225.0,,,,,246.0,157.0
173.0,,,,,,78.0,129.0,66.0,55.0,,,,,193.0,,,14.0,52.0,
547.0,,,,,127.0,77.0,,67.0,55.0,,,,,,,84.0,217.0,236.0,
548.0,84.0,,272.0,,127.0,77.0,84.0,59.0,55.0,,,,291.0,304.0,265.0,84.0,15.0,250.0,166.0
549.0,,,,310.0,127.0,78.0,128.0,69.0,54.0,,,20.0,,192.0,,,15.0,52.0,294.0
550.0,,,,157.0,278.0,78.0,,255.0,55.0,,,,,,,,,,157.0
551.0,,,268.0,,278.0,78.0,,257.0,55.0,,208.0,,287.0,,,,,,
552.0,,,,,127.0,78.0,281.0,,,,,,,,,,,,
553.0,,262.0,269.0,,127.0,77.0,,259.0,55.0,,211.0,221.0,,,,,15.0,52.0,
554.0,,,268.0,157.0,278.0,78.0,,,,,,,290.0,,265.0,84.0,,,157.0
555.0,,,273.0,,,77.0,,257.0,55.0,,,,,,265.0,84.0,,232.0,
556.0,,,,,278.0,78.0,84.0,67.0,55.0,,0.0,223.0,,,,,,52.0,
557.0,,,275.0,,127.0,78.0,284.0,,55.0,,0.0,221.0,225.0,,,84.0,,233.0,
558.0,,,273.0,,127.0,78.0,280.0,,55.0,,,22.0,,,,84.0,14.0,52.0,157.0
559.0,,,,,127.0,78.0,,,55.0,,210.0,220.0,,,,128.0,,52.0,
560.0,,,110.0,157.0,127.0,77.0,129.0,66.0,54.0,,209.0,,,,,84.0,,52.0,
561.0,,,267.0,157.0,278.0,78.0,,61.0,55.0,,,,52.0,,,263.0,219.0,247.0,
562.0,,,273.0,,278.0,78.0,,67.0,55.0,,1.0,,,,,,,240.0,
563.0,,,275.0,,127.0,78.0,128.0,,54.0,,,,,,,84.0,,52.0,
564.0,,,,202.0,127.0,77.0,,,54.0,,,,292.0,302.0,,,14.0,,171.0
565.0,,,,,127.0,77.0,,,,,,,,,,,,,
566.0,,,,,127.0,77.0,128.0,,55.0,,3.0,,,,,,,52.0,
567.0,,,110.0,,127.0,77.0,,61.0,55.0,,211.0,220.0,,,,,15.0,52.0,
568.0,,,,,127.0,78.0,,,,,,,,,,,,,
569.0,84.0,,275.0,309.0,127.0,78.0,138.0,65.0,55.0,,209.0,,288.0,,265.0,84.0,15.0,52.0,294.0
570.0,84.0,,274.0,,127.0,78.0,281.0,64.0,55.0,,,,52.0,,,84.0,,52.0,
571.0,,,267.0,157.0,127.0,77.0,,,55.0,,,,,,,,,,157.0
572.0,,,,157.0,278.0,77.0,,,55.0,,,,286.0,,,,,,157.0
