user_id,work_location_id,first_name,last_name,work_start_date,name,locale,gender,location_id,education_year_id,education_type,education_with_id,birthday,education_degree_id,work_employer_id,work_position_id,languages_id,hometown_id,education_concentration_id,education_school_id,work_end_date
3466.0,,,,,,127.0,77.0,,62.0,55.0,,209.0,,,,,,395.0,52.0,
3467.0,,,,,,127.0,77.0,619.0,71.0,54.0,,,22.0,,,,,1012.0,1185.0,
3468.0,,,,310.0,,127.0,77.0,,62.0,55.0,,,224.0,150.0,,,,392.0,52.0,
3469.0,138.0,,,162.0,,127.0,78.0,129.0,259.0,55.0,,2.0,,,,573.0,618.0,392.0,52.0,
3470.0,,,,,,127.0,77.0,176.0,,,,,,,,,,,,
3471.0,619.0,,,162.0,,127.0,77.0,,62.0,55.0,,,22.0,150.0,183.0,,,1180.0,537.0,1260.0
3472.0,,,1241.0,,,127.0,77.0,,,,,,,,,,,,,
3473.0,,,,,,127.0,77.0,,64.0,55.0,,,,,,,,392.0,,
3474.0,,,,1269.0,,127.0,77.0,176.0,259.0,55.0,,,,,,,,397.0,52.0,722.0
3475.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3476.0,,,581.0,,,127.0,78.0,,,54.0,,,,,,,,,,
3477.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3478.0,,546.0,,158.0,,127.0,78.0,,65.0,55.0,,,,,,92.0,,,,157.0
3479.0,,,1229.0,,,1248.0,77.0,1251.0,,55.0,,0.0,,,,,,,1201.0,
3480.0,,,,,,127.0,78.0,,259.0,55.0,,,,,,,,14.0,537.0,201.0
3481.0,,,1244.0,,,1248.0,77.0,1223.0,66.0,55.0,,,,,,97.0,1223.0,,,
3482.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3483.0,,,,,,127.0,77.0,,62.0,55.0,,,,,,,,216.0,52.0,
3484.0,179.0,,,194.0,,127.0,78.0,,62.0,55.0,,,,,183.0,,,18.0,538.0,157.0
3485.0,,,,157.0,,127.0,78.0,,64.0,54.0,,,1183.0,1257.0,,103.0,,1180.0,537.0,157.0
3486.0,,1217.0,,375.0,,127.0,78.0,281.0,64.0,54.0,,3.0,,,,,,,52.0,720.0
3487.0,133.0,,582.0,310.0,,127.0,78.0,128.0,259.0,55.0,,0.0,223.0,,183.0,,,14.0,52.0,723.0
3488.0,,,1226.0,,,127.0,78.0,616.0,69.0,55.0,,209.0,22.0,,,,,1175.0,537.0,201.0
3489.0,138.0,,,,,127.0,78.0,138.0,58.0,55.0,,1.0,,,,572.0,,,1194.0,
3490.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3491.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3492.0,,,,,,127.0,78.0,,66.0,55.0,,,22.0,1255.0,,572.0,,,537.0,
3493.0,283.0,,,157.0,,127.0,77.0,,65.0,55.0,,,223.0,,,,,1177.0,52.0,157.0
3494.0,,,595.0,,,127.0,78.0,,69.0,55.0,,,,,,,,,52.0,
698.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3495.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3496.0,,,602.0,199.0,,127.0,78.0,138.0,64.0,54.0,,,22.0,1259.0,,90.0,,15.0,537.0,157.0
3497.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3498.0,,1216.0,1238.0,,,1249.0,77.0,,,,,,,,,,,,,
3499.0,,1065.0,,,,127.0,78.0,,,,,,,,,,,,,
3500.0,,,106.0,157.0,,127.0,77.0,,,55.0,,,,,,,,,1197.0,157.0
3501.0,,1217.0,,,,127.0,78.0,619.0,69.0,55.0,,209.0,,,,,,14.0,537.0,
3502.0,,,,,,1247.0,77.0,1250.0,,55.0,,,,,,,,,,
3503.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3504.0,,,,,,127.0,78.0,,,55.0,,208.0,,52.0,,,,,52.0,
3505.0,,,1231.0,,,127.0,78.0,,,,,,,,,,,,,
3506.0,1220.0,,,198.0,,127.0,77.0,174.0,62.0,55.0,,,23.0,151.0,,,,1012.0,52.0,199.0
3507.0,,,,,,127.0,78.0,128.0,65.0,55.0,,,224.0,,,,,,52.0,165.0
3508.0,,,1234.0,,,127.0,78.0,,,,,,,,,,,,,
3509.0,,,,,,127.0,78.0,,62.0,55.0,,209.0,,,,,,395.0,52.0,
3510.0,,545.0,,,,127.0,78.0,129.0,66.0,55.0,,,,,,,,215.0,52.0,
3511.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3512.0,,,,,,127.0,78.0,,65.0,55.0,,,22.0,,,,,,537.0,
3513.0,,,,,,1249.0,78.0,176.0,,,,,,,,,86.0,,,
3514.0,,,1245.0,,,127.0,,,,,,,,,,,,,,
3515.0,,,,,,127.0,78.0,138.0,61.0,55.0,,,,,,,,,52.0,
3516.0,,,1229.0,,,1248.0,78.0,,,53.0,,,,,,1225.0,1223.0,,,
3517.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3518.0,,,,157.0,,127.0,77.0,,64.0,55.0,,,21.0,,,,,1175.0,537.0,157.0
3519.0,,,1232.0,157.0,,127.0,78.0,,,55.0,,,,,,,1222.0,,,157.0
3520.0,,,,,,127.0,78.0,,259.0,54.0,,3.0,,150.0,,,,,537.0,166.0
3521.0,,,595.0,,,127.0,78.0,619.0,72.0,55.0,,,23.0,,,,,,1208.0,
3522.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3523.0,,,1229.0,,,1248.0,77.0,,,,,,,,,,,,,
3524.0,,,,,,127.0,77.0,,66.0,55.0,,209.0,437.0,,,,,216.0,52.0,
3525.0,,,1245.0,,,127.0,78.0,,,,,,,,,,,,,
3526.0,,,,,,127.0,78.0,619.0,69.0,54.0,,,223.0,537.0,,94.0,,18.0,537.0,
3527.0,,,,,,127.0,78.0,,64.0,54.0,,,1183.0,,,,,1175.0,537.0,
3528.0,283.0,,,1267.0,,127.0,78.0,,71.0,55.0,,0.0,223.0,,,572.0,,1175.0,537.0,
3529.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3530.0,133.0,,,,,127.0,78.0,,67.0,55.0,,,223.0,140.0,,,,15.0,52.0,
3531.0,138.0,,,,,127.0,77.0,138.0,62.0,54.0,,,1184.0,,,,,,,
3532.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3533.0,,,,,,127.0,78.0,619.0,67.0,55.0,,,,,183.0,,,14.0,537.0,676.0
3534.0,,,,,,127.0,77.0,,66.0,55.0,,209.0,437.0,,,,,1177.0,52.0,169.0
3535.0,,,,157.0,,127.0,77.0,619.0,62.0,55.0,,209.0,22.0,,,,,216.0,537.0,157.0
3536.0,,,,,,127.0,78.0,,62.0,55.0,,,,,,,,,861.0,
3537.0,,,,194.0,,127.0,78.0,,65.0,55.0,,,,,,572.0,,,,157.0
3538.0,,,1230.0,,,127.0,77.0,176.0,,53.0,,,,,,,,,,
857.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3539.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3540.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3541.0,,,,,,127.0,77.0,,255.0,55.0,,,,,,,,384.0,,
3542.0,,,,,,127.0,78.0,,64.0,54.0,,,22.0,,,,,1175.0,537.0,
3543.0,,,,,,127.0,78.0,,,,,,,,,,,,,
1085.0,619.0,,,675.0,,127.0,78.0,,66.0,55.0,,,22.0,537.0,183.0,90.0,,14.0,538.0,723.0
3544.0,,,,,,127.0,78.0,,64.0,55.0,,3.0,22.0,,,,,392.0,315.0,
3545.0,,,,,,127.0,,,,,,,,,,,,,,
3546.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3547.0,,,1237.0,,,127.0,78.0,,72.0,55.0,,,,,,,,14.0,225.0,
3548.0,,,,,,126.0,78.0,613.0,257.0,55.0,,0.0,22.0,150.0,,,,14.0,1198.0,
3549.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3550.0,,,,,,127.0,78.0,,,54.0,,209.0,,,,,,,44.0,
3551.0,619.0,,,310.0,,127.0,78.0,,,54.0,,2.0,,537.0,,,,,52.0,976.0
3552.0,,,1242.0,,,127.0,78.0,619.0,72.0,55.0,,3.0,,,,573.0,,,1208.0,
3553.0,,,1139.0,,,127.0,78.0,,,,,,,,,,,,,
3554.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3555.0,,,,1269.0,,127.0,78.0,,61.0,55.0,,,223.0,,,,,15.0,52.0,157.0
3556.0,,,,,,127.0,78.0,619.0,69.0,55.0,,,,,,,,14.0,537.0,
3557.0,,1079.0,,,,127.0,78.0,,,,,,,,,,,,,
3558.0,,,,,,127.0,78.0,176.0,69.0,54.0,,209.0,1184.0,,,,,1012.0,52.0,
3559.0,,,,,,127.0,78.0,281.0,66.0,54.0,,,,,,,,,537.0,
3560.0,,,,,,127.0,77.0,1223.0,,55.0,,,,,,,,,,
3561.0,177.0,,602.0,,,127.0,78.0,,71.0,55.0,,3.0,,150.0,,,,15.0,52.0,157.0
3562.0,,,1228.0,,,1248.0,77.0,,,53.0,,,,,,,,,1201.0,
3563.0,,,,,,,78.0,619.0,,55.0,,,,,,,,,537.0,
3564.0,,,1236.0,,,127.0,77.0,,,,,,,,,,,,,
3565.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3566.0,128.0,1218.0,,199.0,,127.0,78.0,128.0,66.0,55.0,,,22.0,52.0,1261.0,,,14.0,52.0,166.0
3567.0,,,,157.0,,127.0,78.0,,,55.0,,,,,,,,,,157.0
3568.0,,1216.0,1242.0,,,127.0,77.0,,,,,,,,,,,,,
3569.0,283.0,,,,,127.0,77.0,,64.0,55.0,,,,1156.0,,572.0,283.0,397.0,52.0,718.0
567.0,,,,,,127.0,77.0,,61.0,55.0,,,,,,,,15.0,52.0,
3570.0,,,582.0,,,127.0,77.0,,,,,,,,,,,,,
3571.0,,,1231.0,,,127.0,78.0,,,54.0,,,,,,,,,236.0,
3572.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3573.0,,,,1269.0,,127.0,78.0,619.0,68.0,55.0,,209.0,22.0,667.0,691.0,94.0,82.0,1175.0,537.0,
3574.0,283.0,,,310.0,,127.0,77.0,619.0,68.0,54.0,,,22.0,,183.0,,,1175.0,537.0,
3575.0,,,,157.0,,127.0,77.0,,66.0,55.0,,,22.0,150.0,,,,,,
3576.0,,,,,,127.0,77.0,619.0,,55.0,,,22.0,537.0,,,,1175.0,537.0,
3577.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3578.0,,,,,,127.0,77.0,619.0,,55.0,,,223.0,,,,,1175.0,537.0,
3579.0,,,1232.0,,,127.0,78.0,,65.0,54.0,,,224.0,,,,,,225.0,
3580.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3581.0,,,,,,1247.0,78.0,1251.0,,,,,,,,97.0,,,,
3582.0,,,582.0,,,127.0,78.0,,,,,,,,,,,,,
3583.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3584.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3585.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3586.0,,1213.0,,675.0,,127.0,78.0,,65.0,54.0,,,22.0,150.0,1262.0,,,14.0,537.0,1260.0
3587.0,128.0,,1230.0,,,127.0,77.0,,257.0,55.0,,,,,,,,,52.0,
3588.0,,,602.0,,,127.0,78.0,176.0,66.0,55.0,,,,,,,,,537.0,
3589.0,,,,157.0,,127.0,77.0,,,54.0,,208.0,,140.0,,,,,1188.0,157.0
3590.0,,,,157.0,,,78.0,619.0,259.0,55.0,,,,1255.0,,,,,,157.0
3591.0,,,,,,127.0,77.0,,,55.0,,,,,,572.0,283.0,1177.0,52.0,
3592.0,,,,,,127.0,77.0,,63.0,55.0,,,22.0,150.0,,92.0,,1178.0,1188.0,
3593.0,174.0,,1227.0,,,127.0,78.0,174.0,64.0,55.0,,209.0,,,,,,14.0,52.0,
3594.0,,,,,,,78.0,,,,,,,,,,,,,
3595.0,,,,,,127.0,78.0,,,55.0,,,,,,,,,451.0,
3596.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3597.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3598.0,,,,,,127.0,78.0,,,53.0,,,,,,,,,,
3599.0,619.0,,1230.0,157.0,,127.0,77.0,619.0,65.0,55.0,,,224.0,,,,,,1185.0,157.0
3600.0,,,,,,127.0,,,71.0,55.0,,,,52.0,,,,,52.0,
3601.0,,,,,,127.0,77.0,,63.0,55.0,,209.0,223.0,,,,,,52.0,
3602.0,,,595.0,162.0,,127.0,77.0,,259.0,55.0,,,437.0,,1262.0,572.0,,395.0,52.0,199.0
3603.0,619.0,,,,,127.0,78.0,619.0,71.0,55.0,,208.0,22.0,537.0,,,,1175.0,537.0,
3604.0,,,1230.0,310.0,,127.0,77.0,,259.0,55.0,,,,,,,,1175.0,537.0,
3605.0,,,1243.0,,,127.0,78.0,138.0,66.0,55.0,,,223.0,1258.0,1263.0,,,18.0,537.0,
3606.0,,,,,,127.0,77.0,,61.0,53.0,,,,,,,,,861.0,169.0
3607.0,,,,,,127.0,78.0,,,55.0,,,,140.0,,,,,537.0,
3608.0,,,,,,127.0,78.0,,,55.0,,,22.0,,,,,389.0,537.0,
3609.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3610.0,177.0,,,,,127.0,78.0,179.0,71.0,55.0,,,23.0,,183.0,92.0,,388.0,1210.0,198.0
3611.0,,,,,,127.0,,,61.0,55.0,,,,,,,,1175.0,537.0,
3612.0,,,1237.0,,,127.0,77.0,,,,,,,,,,,,,
3613.0,,,,,,1248.0,77.0,,,,,,,,,,,,,
3614.0,,1216.0,,,,127.0,77.0,,,,,,,,,,,,,
3615.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3616.0,,,1139.0,,,127.0,77.0,,,,,,,,,92.0,86.0,,,
3617.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3618.0,,,,,,127.0,78.0,,,54.0,,,,,,,,,537.0,
3619.0,,,,157.0,,127.0,78.0,,61.0,55.0,,,223.0,537.0,,,,216.0,,157.0
3620.0,,,,198.0,,127.0,78.0,,64.0,55.0,,,23.0,,,572.0,,,52.0,199.0
3621.0,,,,157.0,,127.0,78.0,128.0,,54.0,,,,1257.0,,,,,52.0,157.0
3622.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3623.0,,,,,,127.0,77.0,,62.0,55.0,,,,,,,,,52.0,
3624.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3625.0,,,,157.0,,127.0,78.0,619.0,,55.0,,209.0,1182.0,,,,,1178.0,537.0,157.0
3626.0,,,,157.0,,127.0,78.0,1252.0,,,,2.0,,1254.0,,,,,,157.0
3627.0,,,,157.0,,1248.0,78.0,619.0,64.0,54.0,,1172.0,,,,,,,537.0,157.0
3628.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3629.0,,,593.0,,,127.0,,,,,,,,,,,,,,
3630.0,,,1230.0,,,127.0,,,,,,,,,,,,,,
3631.0,,,,,,127.0,77.0,,62.0,55.0,,,,,,,,338.0,538.0,
3632.0,,,,,,127.0,78.0,,62.0,55.0,,209.0,,,,,,215.0,861.0,157.0
3633.0,,,,,,127.0,77.0,619.0,,,,,,,,,,,,
3634.0,,,,,,1249.0,78.0,281.0,62.0,55.0,,,,,,,,216.0,52.0,
3635.0,138.0,,,,,127.0,78.0,138.0,258.0,55.0,,,,1258.0,1263.0,92.0,,1175.0,537.0,
3636.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3637.0,,,602.0,,,127.0,78.0,,259.0,55.0,,,22.0,,,,,388.0,1210.0,
3638.0,,,595.0,,,127.0,78.0,,,55.0,,,,,,,,,,
3639.0,,,1244.0,,,,78.0,1223.0,,55.0,,,,,,97.0,,,1196.0,
3640.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3641.0,,,1239.0,,,127.0,77.0,,,53.0,,,,,,,,,225.0,
3642.0,619.0,,,,,127.0,78.0,619.0,257.0,55.0,,,22.0,537.0,,,,1175.0,537.0,
3643.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3644.0,,,1240.0,157.0,,,78.0,619.0,257.0,55.0,,,,,,,,,,
3645.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3646.0,128.0,,,,,127.0,77.0,,71.0,55.0,,0.0,,,,,297.0,386.0,52.0,166.0
3647.0,,,595.0,,,127.0,77.0,,,,,,,,,,,,,
3648.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3649.0,,,1228.0,,,127.0,77.0,,,55.0,,,,,,,,,1201.0,
3650.0,,,,,,127.0,77.0,,64.0,53.0,,,,,,,,392.0,537.0,
3651.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3652.0,,,,157.0,,127.0,78.0,,60.0,55.0,,,,,,92.0,297.0,384.0,1194.0,157.0
3653.0,,1214.0,578.0,,,127.0,78.0,,68.0,55.0,,,437.0,,,94.0,,384.0,538.0,199.0
3654.0,,,,,,127.0,77.0,,,55.0,,0.0,,,,,,,,
3655.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3656.0,619.0,,,157.0,,127.0,78.0,619.0,61.0,54.0,,,22.0,140.0,,,,1178.0,537.0,157.0
3657.0,,,,,,127.0,77.0,,259.0,55.0,,2.0,,,,,,,1194.0,
3658.0,,,,,,127.0,78.0,,64.0,55.0,,,,,,,,216.0,537.0,169.0
3659.0,179.0,,,,,127.0,77.0,,,55.0,,,22.0,,299.0,,,,246.0,720.0
3660.0,,,,157.0,,127.0,77.0,179.0,,55.0,,3.0,,1210.0,,,,14.0,1210.0,157.0
3661.0,,,,,,127.0,78.0,,65.0,55.0,,,,,,,,1178.0,1198.0,
862.0,296.0,1065.0,,,,127.0,78.0,,253.0,55.0,,,22.0,154.0,,,,216.0,1191.0,720.0
3662.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3663.0,,,,,,127.0,78.0,619.0,58.0,55.0,,,,,,,,,537.0,
3664.0,,,,,,127.0,78.0,,,55.0,,,,154.0,,,,,,
3665.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3666.0,,,,157.0,,127.0,77.0,,62.0,54.0,,,,,,,,,1185.0,157.0
3667.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3668.0,,,,,,127.0,77.0,,69.0,55.0,,,,,,,,395.0,52.0,676.0
3669.0,,,,,,127.0,77.0,1250.0,,55.0,,,,,,,,,1207.0,
3670.0,,,1243.0,,,127.0,77.0,138.0,,,,0.0,,,,92.0,,,,
3671.0,,,,,,127.0,78.0,,62.0,55.0,,209.0,437.0,,,,,216.0,52.0,
3672.0,179.0,,,310.0,,127.0,78.0,619.0,67.0,54.0,,,,150.0,,,,,537.0,723.0
3673.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3674.0,177.0,,,1268.0,,127.0,,619.0,59.0,54.0,,,22.0,667.0,,,,1178.0,537.0,166.0
3675.0,,,,,,127.0,,,,,,,,,,,,,,
3676.0,,,,,,127.0,78.0,297.0,69.0,55.0,,1.0,1184.0,,,,297.0,,1194.0,
3677.0,177.0,,,723.0,,127.0,78.0,129.0,257.0,55.0,,208.0,1182.0,154.0,1262.0,,,14.0,538.0,723.0
3678.0,138.0,,1236.0,199.0,,127.0,78.0,,69.0,55.0,,,,,,,,,,166.0
3679.0,,,,157.0,,127.0,78.0,,65.0,55.0,,,,,,,,,1206.0,157.0
3680.0,128.0,,,157.0,,127.0,,,,54.0,,,,,,,,395.0,52.0,157.0
3681.0,,,,,,127.0,78.0,,64.0,55.0,,1172.0,21.0,,,572.0,,15.0,537.0,
3682.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3683.0,,,,,,127.0,78.0,619.0,68.0,55.0,1212.0,,,,,,,1178.0,537.0,
3684.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3685.0,,,,157.0,,126.0,77.0,,71.0,55.0,,,,,,,619.0,,1190.0,
3686.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3687.0,,,1240.0,,,127.0,78.0,,,,,,,,,,,,,
3688.0,179.0,,,,,127.0,78.0,179.0,65.0,55.0,,,,1210.0,,103.0,,14.0,1210.0,
3689.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3690.0,,1214.0,,,,127.0,78.0,138.0,,,,209.0,,,,,,,,
3691.0,,,,,,1248.0,77.0,,66.0,55.0,,,,,,,,,,
3692.0,,,,157.0,,127.0,77.0,619.0,,,,,,,,,619.0,,,157.0
3693.0,174.0,,,,,127.0,78.0,,64.0,54.0,,0.0,,,,,,,537.0,157.0
3694.0,,,582.0,,,127.0,77.0,,,,,,,,,,,,,
3695.0,,,1228.0,,,127.0,77.0,,,,,,,,,,,,,
3696.0,,,,157.0,,127.0,77.0,296.0,,55.0,,,,,,,,14.0,,157.0
3697.0,,1213.0,,,,127.0,78.0,,254.0,55.0,,1172.0,,,,,,14.0,537.0,
3698.0,,,1241.0,,,127.0,78.0,,,,,,,,,,,,,
3699.0,,,,,,127.0,77.0,619.0,259.0,55.0,,,,,,,,13.0,537.0,
3700.0,,,,,,127.0,77.0,1250.0,,53.0,,,,,,,,,,
3701.0,,,1231.0,,,127.0,78.0,,,55.0,,,,,,,,,,
3702.0,619.0,,,,,127.0,78.0,,72.0,54.0,,209.0,,1255.0,,,,,537.0,201.0
3703.0,,,,,,127.0,78.0,,64.0,54.0,,209.0,,,,,619.0,,537.0,
3704.0,,,581.0,,,127.0,78.0,,,,,,,,,,,,,
3705.0,,,,,,127.0,78.0,619.0,67.0,55.0,,,437.0,,,,,1177.0,52.0,
3706.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3707.0,619.0,,,,,127.0,77.0,619.0,,53.0,,,,537.0,,,,1175.0,537.0,157.0
3708.0,,1065.0,,,,127.0,,,,,,209.0,,,,,,,,
3709.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3710.0,,,,,,127.0,77.0,176.0,65.0,54.0,,,,,,,82.0,,537.0,
3711.0,,,,,,127.0,77.0,,62.0,53.0,,,,,,,,,52.0,
3712.0,,,,,,127.0,78.0,,61.0,55.0,,,,,,,,1173.0,537.0,157.0
3713.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3714.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3715.0,,,1230.0,,,127.0,77.0,,,,,,,,,,,,,
3716.0,,,602.0,,,1249.0,77.0,,,,,,,,,,,,,
3717.0,,,,,,1248.0,77.0,,,,,,,,,,,,,
3718.0,,,,,,127.0,78.0,,62.0,54.0,,,,,,,1220.0,,52.0,
3719.0,176.0,1215.0,,157.0,,127.0,77.0,176.0,69.0,54.0,,,22.0,,,,,,52.0,
3720.0,,,578.0,,,127.0,78.0,,,,,,,,,,,,,
3721.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3722.0,,1218.0,,,,127.0,78.0,138.0,,55.0,,,,1259.0,,1225.0,82.0,14.0,537.0,
3723.0,,,1230.0,,,127.0,78.0,,72.0,55.0,,2.0,22.0,,,,86.0,14.0,52.0,
3724.0,,,,,,127.0,77.0,128.0,259.0,55.0,,,22.0,,,,,216.0,52.0,
3725.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3726.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3727.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3728.0,,,602.0,,,127.0,77.0,,,54.0,,,,,,,,,443.0,157.0
3729.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3730.0,,,,157.0,,126.0,77.0,,66.0,55.0,,1.0,224.0,,,,,1175.0,537.0,157.0
3731.0,,,,,,127.0,78.0,619.0,71.0,55.0,,,22.0,,,,,1175.0,537.0,
3732.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3733.0,,,,,,,78.0,,67.0,55.0,,,,,183.0,,,15.0,236.0,
3734.0,,,,,,127.0,,,,,,,,,,,,,,
3735.0,,,,,,127.0,77.0,,65.0,55.0,,,223.0,,,92.0,,,537.0,
3736.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3737.0,,,,,,127.0,,,,54.0,,208.0,,140.0,,,,,537.0,
3738.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3739.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3740.0,,,1238.0,,,1249.0,78.0,,259.0,55.0,,,223.0,,,,,389.0,537.0,
3741.0,,,,,,,78.0,619.0,68.0,54.0,,,22.0,,1263.0,,,392.0,537.0,157.0
3742.0,,,,,,127.0,77.0,,66.0,55.0,,,,,,,,14.0,1206.0,
3743.0,,,,,,127.0,77.0,,,,,,,,,,,,,
3744.0,,,,,,1248.0,,,,55.0,,208.0,,,,,,,,
3745.0,,,,,,127.0,77.0,,259.0,55.0,,,437.0,,,,,384.0,861.0,
3746.0,,,,,,127.0,77.0,,69.0,53.0,,,,,,,,,,
3747.0,,,1234.0,157.0,,127.0,78.0,,67.0,55.0,,,,,,,,14.0,451.0,157.0
3748.0,,,,,,127.0,78.0,,61.0,55.0,,2.0,,,,,,216.0,,157.0
3749.0,283.0,,595.0,162.0,,127.0,77.0,,65.0,55.0,,,,,,,,389.0,,200.0
3750.0,,,,,,127.0,78.0,,,,,,,,,,,,,
3751.0,,,1246.0,,,127.0,77.0,,64.0,55.0,,1.0,,,,92.0,,,1209.0,
