user_id,work_location_id,first_name,last_name,work_start_date,languages_id,locale,education_classes_id,location_id,education_year_id,education_type,religion,birthday,education_degree_id,work_employer_id,work_position_id,gender,hometown_id,education_concentration_id,education_school_id,work_end_date
2792.0,133.0,,,168.0,100.0,127.0,,,68.0,55.0,,,,670.0,,77.0,,,,170.0
2793.0,,545.0,,168.0,,127.0,,617.0,65.0,55.0,,7.0,,1159.0,,78.0,,215.0,538.0,170.0
2794.0,,1082.0,1118.0,,92.0,127.0,,,63.0,55.0,,,,,,78.0,1086.0,,322.0,
2795.0,,,,,,1140.0,,,,,,,,,,77.0,,,,
2796.0,,1070.0,1115.0,,,127.0,,1142.0,,53.0,,4.0,,,,78.0,1090.0,,538.0,
2797.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2798.0,,,,199.0,,127.0,,,66.0,55.0,,,,,,78.0,935.0,,322.0,
2799.0,,,,,,127.0,,176.0,,55.0,,,,,,77.0,,,,
2800.0,,1079.0,,,,126.0,,1146.0,69.0,55.0,,,,,,78.0,935.0,,1058.0,
2801.0,,,,202.0,101.0,127.0,,,72.0,55.0,,,,,,78.0,,,538.0,158.0
2802.0,,1081.0,,,,127.0,,617.0,66.0,55.0,,7.0,,,,78.0,,,538.0,
2803.0,,,,170.0,90.0,127.0,,,69.0,55.0,,5.0,,1163.0,,77.0,,,538.0,
2804.0,,,,,,127.0,,,66.0,55.0,,,,,,78.0,1087.0,,538.0,
2805.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2806.0,,,1134.0,,,127.0,,,,,,,,,,77.0,,,,
2807.0,,545.0,,,,127.0,,935.0,63.0,55.0,,7.0,,,,78.0,1089.0,,322.0,
2808.0,,,,157.0,,127.0,,,69.0,55.0,,5.0,,,,78.0,,392.0,1032.0,
2809.0,,,,,,127.0,,935.0,65.0,55.0,,6.0,,,,78.0,935.0,,322.0,
2810.0,,,1117.0,,,127.0,,617.0,63.0,55.0,,,,,,78.0,935.0,215.0,538.0,
2811.0,,,1139.0,,,127.0,,,62.0,55.0,,,,,,77.0,,,475.0,
2812.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2813.0,617.0,,,199.0,100.0,126.0,,,69.0,55.0,,6.0,,,,78.0,,18.0,538.0,162.0
2814.0,,,,157.0,,127.0,,1144.0,69.0,55.0,,6.0,,,,77.0,,,1027.0,157.0
2815.0,,,,,,,,,,55.0,,5.0,,,,78.0,,,1040.0,
2816.0,,,,,92.0,127.0,,,,,,6.0,,,,78.0,,,,
2817.0,,,,197.0,,127.0,,935.0,60.0,54.0,,,,,,77.0,,13.0,322.0,157.0
2818.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2819.0,,,,170.0,,127.0,,179.0,69.0,55.0,,6.0,,,,78.0,,,538.0,170.0
2820.0,,1078.0,,,,127.0,,,,55.0,,,,,,78.0,,,538.0,
2821.0,,,1118.0,,572.0,127.0,,935.0,543.0,55.0,,,,,,78.0,1086.0,,322.0,
2822.0,,,,,,127.0,,,65.0,55.0,,,,,,78.0,,,538.0,
2823.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2824.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2825.0,617.0,,,202.0,265.0,127.0,,1142.0,69.0,55.0,,5.0,22.0,,,78.0,,,538.0,164.0
2826.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2827.0,,1077.0,,157.0,,127.0,,1150.0,72.0,55.0,,,,,,77.0,935.0,,1054.0,
2828.0,,,1120.0,307.0,101.0,127.0,,176.0,62.0,55.0,,,,1161.0,,77.0,,399.0,538.0,
2829.0,,,,,,127.0,,,65.0,55.0,,,,,,78.0,,13.0,538.0,
2830.0,,1066.0,,,,127.0,,617.0,65.0,55.0,,6.0,,,,77.0,,,538.0,
2831.0,,,,,,127.0,,617.0,65.0,55.0,,6.0,,,,77.0,,,538.0,
2832.0,,,,,,127.0,,685.0,72.0,53.0,,1006.0,,,,78.0,,,538.0,
2833.0,617.0,621.0,,157.0,,127.0,,617.0,61.0,55.0,,,,1161.0,,78.0,,,538.0,157.0
2834.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2835.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2836.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2837.0,,,,,,127.0,,,,53.0,,,,,,78.0,935.0,,,
2838.0,,,,,,127.0,,,66.0,55.0,,5.0,,,,78.0,,,52.0,
2839.0,,,,,,127.0,,935.0,,55.0,,,,,,78.0,935.0,,322.0,
2840.0,,1083.0,,,,127.0,,,,,,,,,,77.0,,,,
2841.0,,,,196.0,92.0,127.0,,,69.0,55.0,,,,,,78.0,,,538.0,201.0
2842.0,,,,,,126.0,,,,,,,,,,78.0,,,,
2843.0,,,,,,127.0,,,,,,5.0,,,,78.0,,,,
2844.0,,,,,102.0,127.0,,,69.0,55.0,,,,,,77.0,176.0,428.0,538.0,
2845.0,,,,310.0,,127.0,,176.0,65.0,55.0,,210.0,,,,78.0,,428.0,538.0,
2846.0,,,,199.0,98.0,127.0,,1151.0,,,,,,,,78.0,,,,
2847.0,,1077.0,,,,127.0,,,69.0,55.0,,,,,,77.0,,,538.0,
2848.0,,,,,,127.0,,,66.0,55.0,,5.0,,,,78.0,,392.0,538.0,
2849.0,617.0,,,199.0,572.0,127.0,,,65.0,55.0,,1005.0,,538.0,,78.0,,392.0,538.0,162.0
2850.0,,,1132.0,168.0,92.0,127.0,,,72.0,55.0,,,,,,77.0,935.0,,1040.0,168.0
2851.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2852.0,,,,,,127.0,,935.0,,55.0,,6.0,,,,78.0,935.0,,,
2853.0,,1076.0,,,,127.0,,685.0,72.0,53.0,,,,1156.0,,78.0,,428.0,538.0,
2854.0,,,,,,127.0,,,66.0,55.0,,5.0,,,,78.0,935.0,,1062.0,
1419.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2855.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2856.0,,,,,,126.0,,,,,,,,,,77.0,,,,
2857.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2858.0,,,,,,127.0,,,64.0,55.0,,,,538.0,,78.0,,,538.0,
2859.0,176.0,,,170.0,98.0,127.0,,176.0,69.0,55.0,,,,,185.0,78.0,1095.0,,538.0,162.0
2860.0,,,,,,127.0,,176.0,,55.0,,,,,,78.0,,18.0,538.0,
2861.0,,353.0,1121.0,,,127.0,,,543.0,55.0,,,,,,77.0,,,1025.0,
2862.0,,,,,,127.0,,,65.0,55.0,,,,,193.0,77.0,935.0,,1062.0,
2863.0,,,1104.0,,572.0,127.0,,284.0,69.0,55.0,,,,1156.0,,77.0,283.0,1012.0,538.0,
2864.0,,1069.0,,,,127.0,,,72.0,55.0,,6.0,,,,77.0,935.0,394.0,1062.0,
2865.0,,,,,,127.0,,,,,,,,,,,,,,
2866.0,,900.0,,,,127.0,,,,,,,,,,78.0,,,,
2867.0,,1084.0,,,,127.0,,,,,,,,,,78.0,,,,
2868.0,,,,170.0,,127.0,,685.0,69.0,55.0,,6.0,,,193.0,78.0,,399.0,538.0,157.0
2869.0,176.0,1065.0,,169.0,,127.0,,1095.0,60.0,53.0,,4.0,,,,78.0,,1013.0,538.0,157.0
2870.0,176.0,,,169.0,,127.0,,176.0,69.0,55.0,,5.0,,,,78.0,1096.0,392.0,538.0,
2871.0,,1081.0,,170.0,572.0,127.0,,,69.0,55.0,,6.0,,,,78.0,,,538.0,157.0
2872.0,,,1131.0,,,127.0,,935.0,,53.0,,6.0,,,,78.0,,,322.0,
107.0,,,,,,127.0,,,70.0,54.0,,,22.0,,,78.0,,,538.0,
2873.0,935.0,,,307.0,101.0,127.0,,935.0,65.0,55.0,,,,,,78.0,935.0,,322.0,
2874.0,,,,201.0,,127.0,,935.0,68.0,55.0,,7.0,,,,78.0,935.0,,1040.0,166.0
1171.0,,,,,572.0,127.0,,128.0,69.0,55.0,,377.0,22.0,,,78.0,,14.0,538.0,
2875.0,,1064.0,,,,127.0,,,,,,,,,,77.0,,,,
2876.0,,,,,,127.0,,,69.0,55.0,,5.0,,,,77.0,,,538.0,
2877.0,,,,,,127.0,,176.0,72.0,55.0,,,,,,77.0,935.0,,1058.0,
2878.0,,,,,,126.0,,,,,,,,,,77.0,,,,
2879.0,,,,,,,,176.0,68.0,55.0,,377.0,,,,78.0,,,52.0,
2880.0,,,1136.0,,,127.0,,,,,,,,,,78.0,,,,
2881.0,,1069.0,,,,127.0,,,66.0,55.0,,,,1156.0,,77.0,280.0,,538.0,
2882.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2883.0,,1073.0,,,,127.0,,,,,,,,,,78.0,,,,
2884.0,935.0,1075.0,,310.0,,127.0,,935.0,65.0,55.0,,210.0,,,,78.0,935.0,13.0,322.0,157.0
2885.0,,,1120.0,,,127.0,,,,,,,,,,78.0,,,,
2886.0,,,,157.0,,127.0,,284.0,65.0,55.0,,,,,,77.0,283.0,,225.0,
2887.0,,,,,,127.0,,,63.0,55.0,,,,,,78.0,935.0,,1040.0,
2888.0,,,,,,127.0,,,,55.0,,,,,,,935.0,,322.0,
2889.0,,,,,,127.0,,,64.0,55.0,,,,,,77.0,,,52.0,
2890.0,,,,,92.0,127.0,,1148.0,65.0,55.0,,7.0,,,,77.0,935.0,,1042.0,
2891.0,,,,166.0,,127.0,,,66.0,55.0,,4.0,,1156.0,,78.0,935.0,,1040.0,157.0
2892.0,,,,,,127.0,,617.0,65.0,55.0,,210.0,,538.0,,78.0,,,538.0,
2893.0,,,,,,127.0,,,,54.0,,,22.0,538.0,,78.0,,,538.0,
2894.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2895.0,,,,,92.0,127.0,,617.0,69.0,55.0,,,,,,78.0,1095.0,,538.0,
2896.0,935.0,,,199.0,,127.0,,,64.0,55.0,,5.0,,,,78.0,,394.0,322.0,157.0
2897.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2898.0,84.0,,,,,127.0,,,65.0,55.0,,,,,,78.0,,429.0,538.0,157.0
2899.0,,,,,,,,,,,,,,,,78.0,,,,
2900.0,,,,294.0,,127.0,,685.0,62.0,54.0,,,,,,77.0,,392.0,538.0,
2901.0,,,1120.0,,,127.0,,1145.0,69.0,53.0,,,,1164.0,,77.0,,1007.0,538.0,
860.0,,,,,,127.0,,,72.0,55.0,,,,,185.0,78.0,,14.0,,
2902.0,,,,157.0,,127.0,,,,,,,,,,78.0,,,,
2903.0,,,,,,127.0,,617.0,64.0,55.0,,6.0,,,,78.0,,,538.0,
2904.0,,,,157.0,,127.0,,685.0,,55.0,,6.0,,,,78.0,,,538.0,
2905.0,,,,,,127.0,,,69.0,53.0,,5.0,,,,78.0,,,1024.0,
2906.0,,,,166.0,,127.0,,,,,,,,,,78.0,,,,201.0
2907.0,935.0,,,168.0,,127.0,,,72.0,55.0,,377.0,,,1167.0,78.0,935.0,1009.0,1040.0,170.0
2908.0,,,,157.0,,127.0,,,,53.0,,,,,,,,,322.0,
2909.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2910.0,,353.0,,,,127.0,,,,,,,,,,77.0,,,,
2911.0,1144.0,,,201.0,,127.0,,1144.0,,53.0,,6.0,,,,77.0,935.0,,,157.0
2912.0,1144.0,,,196.0,,127.0,,1147.0,69.0,55.0,,6.0,,,,77.0,935.0,,1058.0,170.0
2913.0,,892.0,,,,127.0,,,,,,,,,,77.0,,,,
2914.0,,1073.0,,310.0,,127.0,,,69.0,55.0,,6.0,,,,78.0,,,538.0,158.0
2915.0,,,,157.0,,127.0,,,72.0,55.0,,,,,,78.0,935.0,,1058.0,
2916.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2917.0,,,,,,127.0,,,,,,6.0,,,,78.0,935.0,,,
2918.0,,1071.0,,,,127.0,,617.0,69.0,55.0,,,,,,78.0,,18.0,538.0,
2919.0,,1077.0,1134.0,,,127.0,,,,,,,,,,77.0,,,,
2920.0,,,1133.0,,,127.0,,935.0,69.0,55.0,,1003.0,,,,77.0,935.0,,1040.0,
2921.0,,,,,,127.0,,685.0,69.0,55.0,,6.0,,,,78.0,,,538.0,
2922.0,,,,307.0,,127.0,,,66.0,55.0,,5.0,,,185.0,78.0,129.0,,1038.0,294.0
2923.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2924.0,,1084.0,1110.0,,,127.0,,134.0,65.0,55.0,,,,,,78.0,935.0,,481.0,
2925.0,,,268.0,202.0,265.0,127.0,,,69.0,55.0,,,,,185.0,77.0,935.0,394.0,504.0,168.0
2926.0,,,,,,127.0,,,60.0,55.0,,,,,,78.0,,,1043.0,
2927.0,935.0,1079.0,,157.0,,127.0,,935.0,72.0,55.0,,6.0,,1162.0,,78.0,935.0,394.0,1040.0,157.0
2928.0,,,1136.0,718.0,,127.0,,,65.0,55.0,,,,,,77.0,935.0,,1040.0,198.0
2929.0,,,,157.0,,126.0,,,65.0,55.0,,,,,,78.0,935.0,,1040.0,
2930.0,,,1109.0,157.0,,127.0,,,,55.0,,,,,,77.0,,,,157.0
2931.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2932.0,,,,,,127.0,,,69.0,55.0,,6.0,,,,77.0,,,538.0,
2933.0,,1065.0,,197.0,,127.0,,,69.0,55.0,,6.0,,,185.0,78.0,,,1038.0,162.0
2934.0,133.0,1074.0,,,,127.0,,138.0,69.0,55.0,,,,140.0,,78.0,,392.0,538.0,
2935.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2936.0,,,,157.0,,127.0,,,63.0,55.0,,,,,,78.0,,399.0,538.0,157.0
2937.0,,1075.0,,,,127.0,,,,,,,,,,78.0,,,,
2938.0,,,1113.0,,,127.0,,,,,,,,,,78.0,,,,
2939.0,,1076.0,,,,127.0,,,,,,,,,,78.0,,,,
2940.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2941.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2942.0,,,268.0,201.0,,127.0,,,69.0,55.0,,6.0,,,,78.0,,,538.0,
2943.0,,,1132.0,,,127.0,,935.0,69.0,55.0,,6.0,,,,78.0,935.0,,1040.0,
2944.0,,,,,,127.0,,935.0,64.0,55.0,,,,322.0,,78.0,935.0,,322.0,
2945.0,,,,,,127.0,,,,,,,,,,78.0,935.0,,,
2946.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2947.0,,,,,,127.0,,,60.0,53.0,,4.0,,,,77.0,,,538.0,
2948.0,,,,,94.0,127.0,,935.0,66.0,55.0,,4.0,,,,77.0,935.0,,322.0,
2949.0,,,,,101.0,127.0,,134.0,65.0,55.0,,,,,,78.0,129.0,,1038.0,
2950.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2951.0,,892.0,,,,127.0,,,69.0,55.0,,6.0,,,,77.0,,,538.0,
2952.0,935.0,,,170.0,,127.0,,935.0,72.0,55.0,,,,1155.0,,78.0,,215.0,533.0,166.0
2953.0,,,,,,127.0,,935.0,65.0,55.0,,,,,,,,,1040.0,
2954.0,,,,,92.0,127.0,,,59.0,55.0,,7.0,,,,78.0,,,538.0,
2955.0,,621.0,,,,127.0,,,69.0,55.0,,6.0,22.0,,,78.0,,,538.0,
2956.0,,,,,,127.0,,,,,,7.0,,,,78.0,,,,
2957.0,,,,,,127.0,,,69.0,55.0,,6.0,,,,78.0,,429.0,538.0,
2958.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2959.0,,,,,,126.0,,128.0,59.0,55.0,,,,,,77.0,,,52.0,
2960.0,,,,157.0,913.0,127.0,,935.0,69.0,55.0,,6.0,,,,77.0,,,322.0,157.0
2961.0,,1077.0,,,,127.0,,,69.0,55.0,,210.0,22.0,,,77.0,935.0,395.0,538.0,
