user_id,last_name,locale,education_type,hometown_id,education_concentration_id,location_id,first_name,work_employer_id,middle_name,education_school_id,work_with_id,education_with_id,work_end_date,work_start_date,languages_id,work_from_id,birthday,work_projects_id,work_position_id,work_location_id,education_year_id,education_degree_id,gender
1011.0,273.0,127.0,53.0,,409.0,,,228.0,,52.0,,,,726.0,,,,,184.0,,,,78.0
1012.0,599.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1013.0,272.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1014.0,268.0,278.0,55.0,84.0,,84.0,,,,237.0,,,,201.0,,,,,,,72.0,,78.0
1015.0,110.0,278.0,55.0,,,84.0,,,,237.0,,,,,,,4.0,,,,62.0,,78.0
1016.0,,127.0,55.0,,402.0,,549.0,631.0,,,,,164.0,723.0,,,5.0,,,134.0,68.0,,78.0
1017.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1018.0,,278.0,55.0,84.0,,,,485.0,,319.0,,,,,265.0,,6.0,,,,66.0,,77.0
1019.0,273.0,278.0,55.0,264.0,14.0,,,,,237.0,,,,310.0,574.0,,4.0,,,,72.0,21.0,78.0
1020.0,269.0,278.0,55.0,,,84.0,,247.0,,247.0,,,,,,,5.0,,,,69.0,,78.0
1021.0,576.0,278.0,55.0,,430.0,264.0,,,,506.0,,,,,,,4.0,,,,66.0,,78.0
1022.0,110.0,278.0,55.0,,,,,,,237.0,,,,,,,210.0,,,,66.0,,78.0
1023.0,,127.0,55.0,178.0,18.0,133.0,,,,538.0,,,199.0,171.0,92.0,,381.0,,184.0,133.0,69.0,,77.0
1024.0,268.0,127.0,,,,,357.0,,,,,,,,,,6.0,,,,,,77.0
1025.0,591.0,127.0,55.0,84.0,213.0,128.0,,,,52.0,,,,,265.0,,,,,,67.0,22.0,78.0
1026.0,110.0,127.0,55.0,84.0,394.0,84.0,,661.0,,538.0,683.0,,,169.0,265.0,683.0,5.0,,,,66.0,,78.0
1027.0,,127.0,55.0,,,,110.0,,,507.0,,,,,,,4.0,,,,,,78.0
1028.0,,127.0,53.0,,,,,,,538.0,,,,,,,,,,,,,77.0
1029.0,,127.0,55.0,,400.0,617.0,,538.0,,538.0,,,172.0,202.0,265.0,,7.0,,189.0,617.0,60.0,,78.0
1030.0,,126.0,55.0,,,133.0,,,,537.0,,,,,,,,,,,60.0,,78.0
1031.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1032.0,268.0,278.0,55.0,84.0,,84.0,,,,237.0,,,168.0,161.0,265.0,,,,,,61.0,,78.0
1033.0,,127.0,55.0,,14.0,617.0,,,,538.0,,,,,,,,,,,68.0,22.0,78.0
1034.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
58.0,,127.0,55.0,,14.0,,,,,52.0,,,,,,,,,,,72.0,22.0,78.0
1035.0,598.0,127.0,55.0,,,84.0,,,,245.0,,,,,,,210.0,,,,58.0,,78.0
1036.0,,278.0,55.0,,413.0,84.0,556.0,,,525.0,,,,,,,4.0,,,,66.0,,77.0
1037.0,588.0,278.0,55.0,,,,,671.0,,526.0,,,157.0,157.0,,,,,,,,,78.0
1038.0,,126.0,,,,,,,,,,,,,,,,,,,,,77.0
1039.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1040.0,594.0,127.0,55.0,,,617.0,,,,538.0,,,,,265.0,,,,,,68.0,,77.0
1041.0,580.0,127.0,55.0,263.0,,84.0,,657.0,,513.0,,,,,265.0,,2.0,,,,,,78.0
1042.0,268.0,278.0,,,,,,,,,,,,157.0,,,,,,,,,78.0
1043.0,595.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1044.0,606.0,278.0,55.0,,,,,,,536.0,,,,,,,4.0,,,,,,78.0
1045.0,,127.0,55.0,,15.0,612.0,,150.0,,538.0,,,,719.0,,,,,,,71.0,,78.0
1046.0,594.0,278.0,55.0,,,,,,,510.0,,,,,,,4.0,,,,66.0,,77.0
1047.0,,278.0,55.0,84.0,,,,,,538.0,,,167.0,169.0,,,,,,176.0,60.0,,77.0
1048.0,,127.0,55.0,,,,,,621.0,475.0,,,,,,,5.0,,,,,,78.0
1049.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1050.0,,127.0,53.0,,,,553.0,,,538.0,,,,,,,5.0,,,,66.0,,78.0
1051.0,110.0,278.0,55.0,264.0,,264.0,,248.0,,524.0,,,,,,,6.0,,,,65.0,,78.0
1052.0,603.0,127.0,55.0,,14.0,84.0,,,,235.0,,,,,,,3.0,,,,65.0,,78.0
1053.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1054.0,110.0,127.0,55.0,84.0,18.0,,,,,538.0,,,,,,,210.0,,,,71.0,,78.0
1055.0,,127.0,53.0,,420.0,614.0,,,,475.0,,,201.0,332.0,,,,,,617.0,66.0,,77.0
1056.0,273.0,127.0,55.0,84.0,18.0,617.0,,,,538.0,,,,,265.0,,7.0,,,,63.0,,77.0
1057.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1058.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1059.0,,127.0,55.0,,421.0,,,,355.0,538.0,,,,,,,210.0,,,,62.0,,78.0
1060.0,272.0,127.0,55.0,84.0,,,,,,248.0,,,,,,,4.0,,,,72.0,23.0,77.0
1061.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1062.0,110.0,127.0,55.0,,14.0,134.0,,,,246.0,,,,723.0,,,3.0,,688.0,134.0,58.0,,78.0
1063.0,267.0,127.0,53.0,,,617.0,,,,538.0,,,,,,,,,,,543.0,,77.0
1064.0,273.0,278.0,55.0,263.0,,,,,,536.0,,,,,,,5.0,,,,66.0,434.0,78.0
1065.0,580.0,278.0,,,,,,,,,,,,,,,210.0,,,,,,77.0
1066.0,275.0,278.0,55.0,,,264.0,,,,247.0,,,,,574.0,,5.0,,,,61.0,,78.0
1067.0,276.0,278.0,55.0,,,264.0,,,,536.0,,,,,101.0,,,,,,66.0,,77.0
1068.0,269.0,278.0,,,,,,,,,,,,,,,3.0,,,,,,78.0
1069.0,575.0,127.0,,,,,,,,,,,,,,,378.0,,,,,,77.0
1070.0,,278.0,55.0,,,,,,,526.0,,,,,,,6.0,,,,72.0,,78.0
1071.0,273.0,278.0,55.0,264.0,,,,,,,,,157.0,157.0,265.0,,,,,,,,78.0
1072.0,273.0,278.0,53.0,,388.0,,,671.0,,228.0,,,201.0,375.0,,,,,,84.0,,,
1073.0,,126.0,55.0,558.0,,617.0,,,,538.0,,,,,92.0,,,,,,69.0,,78.0
637.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1074.0,,127.0,55.0,84.0,14.0,617.0,,140.0,,538.0,,,166.0,170.0,265.0,,,,192.0,133.0,72.0,,78.0
1075.0,,127.0,55.0,,416.0,176.0,,,,538.0,,,,,,,3.0,,,,60.0,,78.0
1076.0,599.0,127.0,55.0,,422.0,84.0,,,,538.0,,,157.0,157.0,,,210.0,,,,,437.0,77.0
1077.0,,127.0,55.0,,,617.0,,,,538.0,,,,,90.0,,,,,,65.0,,78.0
1078.0,273.0,127.0,55.0,,,283.0,,,,538.0,,,,,,,,,,,69.0,,78.0
1079.0,273.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1080.0,273.0,127.0,,,,128.0,,,,,,,,,,,5.0,,,,,,
1081.0,110.0,278.0,55.0,,,,,,,250.0,,,,,,,,,,,,,78.0
1082.0,,278.0,55.0,,,,,,,318.0,,,,,,,5.0,,,,62.0,,78.0
1083.0,110.0,127.0,55.0,,400.0,,,,,538.0,,,,,,,,,,,65.0,,78.0
1084.0,327.0,127.0,54.0,,14.0,,,,627.0,538.0,,,,,,,4.0,,,,69.0,,78.0
1085.0,605.0,127.0,55.0,,14.0,,,667.0,,538.0,,,676.0,200.0,101.0,,,,183.0,619.0,66.0,22.0,78.0
1086.0,110.0,127.0,55.0,,,,549.0,538.0,,538.0,,,,,,,,,,,,,78.0
1087.0,,127.0,55.0,,14.0,,,150.0,,538.0,,,157.0,722.0,,,210.0,,701.0,,,,78.0
1088.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1089.0,600.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1090.0,274.0,278.0,55.0,,402.0,84.0,,,,521.0,,,,,265.0,,378.0,,,,72.0,,78.0
1091.0,,127.0,,,,,,,,,,,,,,,5.0,,,,,,
1092.0,273.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,,69.0,,77.0
1093.0,588.0,127.0,53.0,,,84.0,,,,485.0,,,157.0,157.0,,,2.0,,,,71.0,,78.0
1094.0,110.0,278.0,53.0,,,84.0,,664.0,,,,,,,,,,,,84.0,,,77.0
1095.0,,127.0,55.0,,216.0,,,,,52.0,,,,,,,,,,,72.0,,78.0
1096.0,,127.0,54.0,,390.0,,,,,449.0,,,157.0,171.0,,,3.0,,,,64.0,,78.0
1097.0,,127.0,55.0,,14.0,133.0,,151.0,,,,,157.0,375.0,92.0,,,707.0,701.0,,71.0,,78.0
1098.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1099.0,598.0,278.0,55.0,,,,,,,525.0,,,,724.0,,,5.0,,,,61.0,,78.0
1100.0,273.0,278.0,55.0,,213.0,84.0,,,,318.0,,,,,,,4.0,,,,62.0,,78.0
1101.0,110.0,127.0,55.0,,422.0,,,,,538.0,,,,,,,4.0,,,,72.0,,
1102.0,607.0,278.0,55.0,,,,,,,237.0,,,,,,,5.0,,,,64.0,,78.0
1103.0,273.0,278.0,55.0,,,,,,,318.0,,,,,,,,,,,,,77.0
1104.0,267.0,278.0,55.0,84.0,216.0,284.0,,,,230.0,,,,170.0,265.0,,,,,,62.0,,78.0
1105.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1106.0,110.0,278.0,55.0,264.0,,264.0,,650.0,,318.0,,,157.0,672.0,,,3.0,,,,,,78.0
1107.0,273.0,127.0,55.0,568.0,408.0,176.0,,642.0,,538.0,,,,168.0,265.0,,5.0,,699.0,,69.0,,78.0
1108.0,274.0,278.0,55.0,,,,,632.0,,530.0,,,,,,,5.0,,,264.0,66.0,,78.0
1109.0,,127.0,55.0,,409.0,84.0,,,,476.0,,,157.0,,265.0,,,,,84.0,257.0,,78.0
1110.0,110.0,127.0,55.0,,13.0,,,,,538.0,,,,,,,,,,,65.0,,78.0
1111.0,106.0,127.0,55.0,,388.0,,,150.0,,,,,158.0,310.0,101.0,,,,,179.0,64.0,437.0,78.0
1112.0,578.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,176.0,71.0,,78.0
1113.0,275.0,127.0,55.0,561.0,414.0,128.0,,,,52.0,,,,,574.0,,5.0,,,,72.0,313.0,78.0
1114.0,,127.0,55.0,,14.0,133.0,,140.0,,52.0,,,157.0,165.0,,,,,,,66.0,223.0,78.0
1115.0,275.0,278.0,55.0,,215.0,84.0,,,,318.0,,,157.0,157.0,94.0,,4.0,,,,62.0,,78.0
1116.0,590.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1117.0,273.0,127.0,53.0,,,,,,,538.0,,,,,,,,,,,,,77.0
1118.0,,126.0,55.0,,407.0,138.0,,151.0,,52.0,,,,716.0,92.0,,1.0,705.0,692.0,129.0,67.0,,78.0
1119.0,,127.0,55.0,,,,,140.0,,,,,677.0,,92.0,,,,,,257.0,,77.0
1120.0,,278.0,55.0,,,,,,,536.0,,,157.0,157.0,,,5.0,,,,62.0,,78.0
1121.0,600.0,278.0,53.0,,14.0,,,669.0,,536.0,,,157.0,,,,,,,,58.0,,78.0
1122.0,575.0,127.0,55.0,84.0,215.0,128.0,,,,52.0,,,,,,,2.0,,,,71.0,,78.0
1123.0,269.0,127.0,53.0,,408.0,,,638.0,,538.0,,,,,,,,,,283.0,,,78.0
1124.0,110.0,127.0,55.0,84.0,408.0,,,638.0,,538.0,,,168.0,166.0,265.0,,376.0,,193.0,,69.0,,77.0
1125.0,273.0,127.0,55.0,84.0,401.0,84.0,,,,538.0,,,,169.0,265.0,,,,,,71.0,,77.0
1126.0,575.0,127.0,55.0,84.0,,84.0,554.0,663.0,,538.0,,,157.0,157.0,,,,,,,61.0,,78.0
1127.0,600.0,278.0,55.0,,392.0,,,,,,,,,,,,6.0,,,,64.0,,77.0
1128.0,268.0,127.0,55.0,,18.0,84.0,550.0,,,538.0,,,,197.0,,,,,,84.0,65.0,,78.0
1129.0,578.0,278.0,55.0,,,,,,,237.0,,,,,,,4.0,,,,71.0,,78.0
1130.0,584.0,127.0,53.0,,426.0,,,,,538.0,,,,,,,6.0,,,,69.0,,77.0
1131.0,275.0,278.0,55.0,,388.0,,,655.0,,488.0,,,,166.0,,,,,,,65.0,,78.0
1132.0,600.0,127.0,55.0,84.0,417.0,617.0,,662.0,,538.0,,,,,,,6.0,,,,72.0,,78.0
629.0,,127.0,55.0,84.0,395.0,138.0,,,,470.0,,,,,,,,,,128.0,259.0,22.0,77.0
1133.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1134.0,268.0,278.0,,84.0,,84.0,,,,,,,,,,,6.0,,,,,,77.0
1135.0,273.0,127.0,55.0,,420.0,,,,,538.0,,,,,265.0,,4.0,,,,66.0,22.0,78.0
1136.0,602.0,127.0,54.0,,,,,635.0,,538.0,,,677.0,308.0,,,210.0,,193.0,,65.0,,78.0
1137.0,595.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1138.0,,127.0,55.0,,14.0,176.0,,631.0,,236.0,,,157.0,,,,,,,,61.0,,78.0
1139.0,588.0,127.0,55.0,84.0,,84.0,,,,471.0,,,,,92.0,,2.0,,,,71.0,,78.0
1140.0,,127.0,,,,,,,,,,,,,,,5.0,,,,,,77.0
1141.0,594.0,127.0,55.0,84.0,,84.0,,,,,,,,,,,,,,,72.0,,77.0
1142.0,324.0,126.0,55.0,,,128.0,,,,52.0,,,,,,,,,,,62.0,,77.0
353.0,599.0,127.0,,,,,,,,,,,,,,,210.0,,,,,,77.0
1143.0,,278.0,55.0,84.0,,,110.0,,,229.0,,,,,,,210.0,,,,72.0,,78.0
1144.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1145.0,,127.0,55.0,,422.0,,,,,538.0,,,,,,,4.0,,,,62.0,,77.0
1146.0,,127.0,55.0,,,,,,,538.0,,,,,,,,,,,62.0,,78.0
1147.0,267.0,278.0,55.0,,,,,650.0,,314.0,,,,,,,4.0,,,,61.0,,78.0
1148.0,273.0,278.0,55.0,84.0,,,,485.0,,237.0,,,,,,,4.0,,,,60.0,,77.0
1149.0,587.0,127.0,53.0,,408.0,84.0,,,,538.0,,,,157.0,,,4.0,,,,66.0,,77.0
1150.0,327.0,127.0,53.0,,,,,,,538.0,,,,,,,6.0,,,,69.0,,77.0
1151.0,,127.0,55.0,,420.0,617.0,,,,538.0,,,166.0,201.0,,,7.0,,185.0,617.0,65.0,,78.0
1152.0,110.0,278.0,55.0,,14.0,,,,,536.0,,,,,,,5.0,,,,66.0,223.0,78.0
1153.0,585.0,127.0,55.0,,,,,,,538.0,,,,,,,6.0,,,,65.0,,78.0
1154.0,271.0,127.0,55.0,,216.0,613.0,,,,484.0,,,200.0,169.0,,,6.0,,,,65.0,,78.0
1155.0,273.0,127.0,,,,,,,,,,,,,,,5.0,,,,,,77.0
363.0,575.0,127.0,55.0,84.0,,128.0,,,,52.0,,,170.0,202.0,,,,,,84.0,,,78.0
1156.0,,126.0,55.0,,408.0,,,638.0,,538.0,,,157.0,157.0,,,,,193.0,,65.0,,77.0
1157.0,,127.0,53.0,,,618.0,,,,538.0,,,,197.0,92.0,,,,,,66.0,,77.0
366.0,270.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1158.0,,127.0,55.0,84.0,418.0,84.0,,,,247.0,,,,,,,5.0,,,,61.0,,78.0
1159.0,110.0,278.0,55.0,264.0,14.0,264.0,,660.0,,536.0,,,,,101.0,,5.0,,,,64.0,,78.0
