birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
7.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,100.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,108.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,129.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43.0,54.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
5.0,0.0,0.0,0.0,50.0,55.0,0.0,64.0,0.0,77.0,0.0,0.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,129.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,175.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,22.0,50.0,55.0,0.0,66.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,165.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,15.0,0.0,39.0,55.0,0.0,66.0,0.0,78.0,81.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,55.0,0.0,67.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,96.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,0.0,50.0,55.0,0.0,66.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.0,55.0,0.0,65.0,0.0,77.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,19.0,0.0,50.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,110.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,171.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,50.0,172.0,0.0,137.0,193.0,0.0,202.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,108.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,66.0,0.0,77.0,0.0,0.0,0.0,126.0,134.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,137.0,0.0,0.0,165.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,50.0,157.0,0.0,132.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,118.0,127.0,134.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,162.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,65.0,0.0,78.0,0.0,92.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0
0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,78.0,88.0,0.0,0.0,127.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.0,22.0,49.0,55.0,0.0,62.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,63.0,0.0,77.0,0.0,0.0,109.0,127.0,0.0,0.0,0.0,0.0,0.0,50.0,169.0,0.0,0.0,193.0,0.0,168.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,154.0,166.0,0.0,180.0,0.0,0.0,169.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,14.0,0.0,50.0,55.0,0.0,72.0,0.0,78.0,0.0,101.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,155.0,170.0,0.0,0.0,186.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,118.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0
3.0,0.0,0.0,0.0,0.0,55.0,0.0,66.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0
0.0,0.0,0.0,0.0,39.0,55.0,0.0,58.0,0.0,78.0,81.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,50.0,55.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,104.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,0.0,50.0,55.0,0.0,72.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,64.0,0.0,77.0,0.0,92.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0
0.0,0.0,0.0,0.0,31.0,55.0,0.0,67.0,0.0,77.0,0.0,92.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,169.0,0.0
0.0,0.0,0.0,0.0,50.0,53.0,0.0,72.0,0.0,78.0,0.0,0.0,118.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.0,55.0,0.0,71.0,0.0,77.0,0.0,0.0,0.0,127.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,100.0,0.0,127.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,69.0,0.0,78.0,0.0,92.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,9.0,0.0,0.0,50.0,55.0,0.0,65.0,74.0,77.0,0.0,0.0,109.0,127.0,137.0,0.0,0.0,0.0,0.0,155.0,170.0,0.0,180.0,189.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,50.0,54.0,0.0,0.0,0.0,78.0,0.0,0.0,110.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,22.0,52.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,64.0,0.0,77.0,89.0,0.0,109.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,53.0,0.0,69.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,53.0,0.0,68.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,53.0,0.0,0.0,0.0,77.0,0.0,92.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,53.0,0.0,60.0,0.0,78.0,0.0,101.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,137.0,192.0,0.0,170.0,0.0
6.0,0.0,0.0,0.0,52.0,55.0,0.0,65.0,0.0,78.0,0.0,0.0,0.0,126.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,87.0,0.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,176.0,193.0,0.0,199.0,0.0
7.0,0.0,0.0,0.0,43.0,55.0,0.0,62.0,0.0,77.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,101.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,50.0,170.0,0.0,137.0,192.0,0.0,170.0,0.0
0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,77.0,0.0,0.0,104.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,14.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,98.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,189.0,0.0,202.0,0.0
5.0,0.0,16.0,0.0,0.0,55.0,0.0,66.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,202.0,0.0
0.0,0.0,0.0,0.0,0.0,54.0,0.0,65.0,0.0,78.0,0.0,98.0,118.0,127.0,133.0,0.0,0.0,0.0,0.0,52.0,170.0,0.0,176.0,193.0,0.0,171.0,0.0
0.0,11.0,14.0,0.0,50.0,55.0,0.0,64.0,0.0,78.0,0.0,101.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,155.0,172.0,0.0,180.0,184.0,0.0,202.0,0.0
0.0,0.0,14.0,22.0,50.0,55.0,0.0,64.0,0.0,78.0,0.0,97.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,137.0,183.0,0.0,200.0,0.0
0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,50.0,53.0,0.0,63.0,0.0,78.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,78.0,0.0,100.0,113.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,150.0,166.0,0.0,0.0,193.0,0.0,199.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,53.0,0.0,67.0,0.0,78.0,0.0,101.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,71.0,0.0,77.0,0.0,92.0,0.0,127.0,138.0,0.0,0.0,0.0,0.0,151.0,166.0,0.0,138.0,192.0,0.0,168.0,0.0
0.0,0.0,14.0,23.0,52.0,55.0,0.0,63.0,0.0,77.0,0.0,103.0,0.0,127.0,128.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,184.0,0.0,0.0,0.0
7.0,0.0,16.0,0.0,50.0,55.0,0.0,71.0,0.0,78.0,83.0,100.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.0,55.0,0.0,65.0,0.0,77.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,63.0,0.0,77.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,157.0,0.0
7.0,0.0,14.0,0.0,50.0,55.0,0.0,63.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,0.0,107.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,115.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,78.0,81.0,92.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,52.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,128.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0
1.0,0.0,19.0,22.0,50.0,54.0,0.0,64.0,0.0,78.0,0.0,0.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,64.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,150.0,171.0,0.0,0.0,0.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,38.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,0.0,52.0,55.0,0.0,66.0,0.0,78.0,0.0,94.0,0.0,127.0,128.0,0.0,0.0,0.0,0.0,156.0,170.0,0.0,179.0,181.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,50.0,54.0,0.0,64.0,0.0,78.0,0.0,0.0,124.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,103.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,150.0,170.0,0.0,177.0,189.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,77.0,87.0,92.0,0.0,127.0,132.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,146.0,168.0,0.0,132.0,185.0,0.0,164.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,22.0,52.0,54.0,0.0,70.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,101.0,112.0,127.0,137.0,0.0,0.0,0.0,0.0,50.0,163.0,0.0,137.0,0.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,55.0,0.0,67.0,0.0,77.0,81.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,92.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,137.0,184.0,0.0,168.0,0.0
0.0,0.0,0.0,0.0,50.0,55.0,0.0,65.0,0.0,77.0,0.0,101.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,132.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,55.0,0.0,61.0,0.0,78.0,81.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
0.0,0.0,0.0,0.0,42.0,55.0,0.0,0.0,0.0,77.0,81.0,0.0,105.0,127.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,53.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,50.0,55.0,0.0,66.0,0.0,78.0,0.0,100.0,109.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,176.0,0.0,0.0,202.0,0.0
0.0,0.0,14.0,21.0,52.0,55.0,0.0,72.0,0.0,78.0,0.0,0.0,0.0,127.0,128.0,0.0,0.0,0.0,0.0,52.0,171.0,0.0,132.0,193.0,0.0,202.0,0.0
4.0,0.0,14.0,0.0,50.0,55.0,0.0,66.0,0.0,78.0,85.0,101.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,137.0,0.0,0.0,202.0,0.0
7.0,0.0,0.0,0.0,50.0,55.0,0.0,0.0,0.0,78.0,87.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,53.0,0.0,59.0,0.0,77.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,14.0,0.0,50.0,55.0,0.0,65.0,0.0,78.0,0.0,92.0,0.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,55.0,0.0,59.0,0.0,78.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,185.0,0.0,168.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
